instName, numOfJobs, numOfThreads, timeLimit, timeCost, feasible, optimal, numOfNodes, globalUB, globalLB, gap,rootUB, rootLB, timeOnRoot, timeOnCG, timeOnRMP, timeOnPP, numSolvedNodes, numPrunedByInfeasibility, numPrunedByOptimality, numPrunedByBound, numLeftNodes, numNewLabel, numDominatedLabel, numPrunedLabel, timeOnLabelLb
L_00000000 , 10 , 1 , 3600, 0.099,true, true, 3,229.000, 229.000, 0.000, 229.000, 207.778, 0.036, 0.044, 0.005, 0.025, 3, 1, 0, 1, 0,391,258,0,0.012000000000000004
L_00000001 , 10 , 1 , 3600, 0.021,true, true, 3,340.000, 340.000, 0.000, 340.000, 332.000, 0.017, 0.018, 0.002, 0.014, 3, 1, 0, 1, 0,241,153,17,0.008
L_00000002 , 10 , 1 , 3600, 0.018,true, true, 3,254.000, 254.000, 0.000, 256.000, 237.400, 0.008, 0.009, 0.001, 0.004, 3, 1, 1, 0, 0,146,76,0,0.003
L_00000003 , 10 , 1 , 3600, 0.021,true, true, 3,338.000, 338.000, 0.000, 338.000, 329.800, 0.017, 0.018, 0.004, 0.006, 3, 1, 0, 1, 0,370,206,81,0.003
L_00000004 , 10 , 1 , 3600, 0.009,true, true, 1,189.000, 189.000, 0.000, 189.000, 189.000, 0.007, 0.007, 0.003, 0.002, 1, 0, 1, 0, 0,10,0,0,0.002
L_00000005 , 10 , 1 , 3600, 0.032,true, true, 3,307.000, 307.000, 0.000, 310.000, 295.700, 0.028, 0.029, 0.009, 0.008, 3, 1, 1, 0, 0,237,143,11,0.002
L_00000006 , 10 , 1 , 3600, 0.021,true, true, 3,351.000, 351.000, 0.000, 351.000, 344.100, 0.017, 0.019, 0.006, 0.007, 3, 1, 0, 1, 0,244,120,0,0.003
L_00000007 , 10 , 1 , 3600, 0.025,true, true, 3,268.000, 268.000, 0.000, 271.000, 252.800, 0.021, 0.022, 0.004, 0.007, 3, 1, 1, 0, 0,216,103,0,0.002
L_00000008 , 10 , 1 , 3600, 0.018,true, true, 3,247.000, 247.000, 0.000, 249.000, 229.700, 0.014, 0.015, 0.005, 0.003, 3, 1, 1, 0, 0,267,152,0,0.001
L_00000009 , 10 , 1 , 3600, 0.025,true, true, 3,357.000, 357.000, 0.000, 357.000, 350.700, 0.015, 0.020, 0.001, 0.010, 3, 1, 0, 1, 0,1002,570,113,0.002
L_00000010 , 10 , 1 , 3600, 0.016,true, true, 3,251.000, 251.000, 0.000, 252.000, 234.100, 0.012, 0.013, 0.004, 0.003, 3, 1, 1, 0, 0,264,146,0,0.0
L_00000011 , 10 , 1 , 3600, 0.019,true, true, 3,300.000, 300.000, 0.000, 300.000, 288.000, 0.013, 0.016, 0.002, 0.007, 3, 1, 0, 1, 0,848,551,8,0.002
L_00000012 , 10 , 1 , 3600, 0.023,true, true, 3,238.000, 238.000, 0.000, 238.000, 218.794, 0.020, 0.021, 0.004, 0.003, 3, 1, 0, 1, 0,472,317,0,0.002
L_00000013 , 10 , 1 , 3600, 0.022,true, true, 3,236.000, 236.000, 0.000, 236.000, 214.518, 0.018, 0.018, 0.001, 0.003, 3, 1, 0, 1, 0,647,435,0,0.001
L_00000014 , 10 , 1 , 3600, 0.016,true, true, 3,240.000, 240.000, 0.000, 241.000, 222.000, 0.012, 0.012, 0.001, 0.002, 3, 1, 1, 0, 0,269,134,0,0.001
L_00000015 , 10 , 1 , 3600, 0.016,true, true, 3,226.000, 226.000, 0.000, 226.000, 203.350, 0.013, 0.013, 0.005, 0.003, 3, 1, 0, 1, 0,385,248,0,0.001
L_00000016 , 10 , 1 , 3600, 0.013,true, true, 3,279.000, 279.000, 0.000, 279.000, 264.900, 0.010, 0.011, 0.003, 0.001, 3, 1, 0, 1, 0,173,101,0,0.0
L_00000017 , 10 , 1 , 3600, 0.016,true, true, 3,367.000, 367.000, 0.000, 367.000, 361.700, 0.012, 0.013, 0.001, 0.006, 3, 1, 0, 1, 0,881,468,211,0.0
L_00000018 , 10 , 1 , 3600, 0.017,true, true, 3,285.000, 285.000, 0.000, 285.000, 271.500, 0.013, 0.015, 0.001, 0.003, 3, 1, 0, 1, 0,597,372,36,0.001
L_00000019 , 10 , 1 , 3600, 0.015,true, true, 3,264.000, 264.000, 0.000, 268.000, 248.400, 0.011, 0.012, 0.003, 0.002, 3, 1, 1, 0, 0,193,106,0,0.0
L_00000020 , 10 , 1 , 3600, 0.004,true, true, 1,196.000, 196.000, 0.000, 196.000, 196.000, 0.002, 0.002, 0.000, 0.000, 1, 0, 1, 0, 0,10,0,0,0.0
L_00000021 , 10 , 1 , 3600, 0.013,true, true, 3,322.000, 322.000, 0.000, 322.000, 312.200, 0.011, 0.011, 0.001, 0.003, 3, 1, 0, 1, 0,419,252,3,0.001
L_00000022 , 10 , 1 , 3600, 0.011,true, true, 3,257.000, 257.000, 0.000, 258.000, 240.700, 0.008, 0.008, 0.000, 0.001, 3, 1, 1, 0, 0,172,87,0,0.0
L_00000023 , 10 , 1 , 3600, 0.016,true, true, 3,336.000, 336.000, 0.000, 336.000, 327.600, 0.010, 0.014, 0.003, 0.005, 3, 1, 0, 1, 0,1406,780,151,0.001
L_00000024 , 10 , 1 , 3600, 0.013,true, true, 3,263.000, 263.000, 0.000, 263.000, 247.300, 0.011, 0.011, 0.003, 0.002, 3, 1, 0, 1, 0,382,253,0,0.0
L_00000025 , 10 , 1 , 3600, 0.012,true, true, 3,273.000, 273.000, 0.000, 275.000, 258.300, 0.010, 0.010, 0.001, 0.002, 3, 1, 1, 0, 0,215,118,38,0.0
L_00000026 , 10 , 1 , 3600, 0.013,true, true, 3,323.000, 323.000, 0.000, 323.000, 313.300, 0.010, 0.011, 0.000, 0.003, 3, 1, 0, 1, 0,987,444,83,0.001
L_00000027 , 10 , 1 , 3600, 0.005,true, true, 1,193.000, 193.000, 0.000, 193.000, 193.000, 0.003, 0.003, 0.000, 0.002, 1, 0, 1, 0, 0,10,0,0,0.0
L_00000028 , 10 , 1 , 3600, 0.012,true, true, 3,252.000, 252.000, 0.000, 252.000, 234.271, 0.009, 0.010, 0.004, 0.003, 3, 1, 0, 1, 0,896,523,0,0.0
L_00000029 , 10 , 1 , 3600, 0.012,true, true, 3,265.000, 265.000, 0.000, 266.000, 249.500, 0.009, 0.009, 0.001, 0.001, 3, 1, 1, 0, 0,225,121,0,0.0
L_00000030 , 10 , 1 , 3600, 0.015,true, true, 3,311.000, 311.000, 0.000, 311.000, 300.100, 0.011, 0.011, 0.003, 0.002, 3, 1, 0, 1, 0,330,210,28,0.0
L_00000031 , 10 , 1 , 3600, 0.017,true, true, 3,309.000, 309.000, 0.000, 310.000, 297.900, 0.013, 0.014, 0.003, 0.003, 3, 1, 1, 0, 0,275,150,0,0.0
L_00000032 , 10 , 1 , 3600, 0.014,true, true, 3,373.000, 373.000, 0.000, 373.000, 368.300, 0.010, 0.010, 0.000, 0.002, 3, 1, 0, 1, 0,287,178,16,0.001
L_00000033 , 10 , 1 , 3600, 0.012,true, true, 3,240.000, 240.000, 0.000, 240.000, 222.000, 0.009, 0.009, 0.000, 0.002, 3, 1, 0, 1, 0,198,114,0,0.0
L_00000034 , 10 , 1 , 3600, 0.005,true, true, 1,182.000, 182.000, 0.000, 182.000, 182.000, 0.002, 0.002, 0.000, 0.001, 1, 0, 1, 0, 0,10,0,0,0.0
L_00000035 , 10 , 1 , 3600, 0.013,true, true, 3,320.000, 320.000, 0.000, 325.000, 310.000, 0.010, 0.011, 0.002, 0.002, 3, 1, 1, 0, 0,375,264,4,0.0
L_00000036 , 10 , 1 , 3600, 0.015,true, true, 3,265.000, 265.000, 0.000, 265.000, 249.500, 0.011, 0.011, 0.001, 0.001, 3, 1, 0, 1, 0,180,99,0,0.001
L_00000037 , 10 , 1 , 3600, 0.014,true, true, 3,269.000, 269.000, 0.000, 269.000, 253.900, 0.011, 0.011, 0.000, 0.002, 3, 1, 0, 1, 0,146,80,0,0.001
L_00000038 , 10 , 1 , 3600, 0.015,true, true, 3,229.000, 229.000, 0.000, 229.000, 207.778, 0.009, 0.012, 0.001, 0.001, 3, 1, 0, 1, 0,479,318,0,0.0
L_00000039 , 10 , 1 , 3600, 0.014,true, true, 3,301.000, 301.000, 0.000, 308.000, 289.100, 0.010, 0.011, 0.000, 0.002, 3, 1, 1, 0, 0,176,99,13,0.0
L_00000040 , 10 , 1 , 3600, 0.013,true, true, 3,253.000, 253.000, 0.000, 253.000, 236.300, 0.010, 0.010, 0.001, 0.001, 3, 1, 0, 1, 0,174,96,0,0.0
L_00000041 , 10 , 1 , 3600, 0.013,true, true, 3,287.000, 287.000, 0.000, 292.000, 273.700, 0.009, 0.009, 0.003, 0.001, 3, 1, 1, 0, 0,293,173,17,0.001
L_00000042 , 10 , 1 , 3600, 0.014,true, true, 3,311.000, 311.000, 0.000, 311.000, 300.100, 0.010, 0.011, 0.000, 0.002, 3, 1, 0, 1, 0,177,94,0,0.0
L_00000043 , 10 , 1 , 3600, 0.015,true, true, 3,236.000, 236.000, 0.000, 245.000, 217.600, 0.011, 0.012, 0.002, 0.001, 3, 1, 1, 0, 0,141,74,0,0.0
L_00000044 , 10 , 1 , 3600, 0.014,true, true, 3,302.000, 302.000, 0.000, 304.000, 290.200, 0.011, 0.011, 0.002, 0.002, 3, 1, 1, 0, 0,463,286,0,0.001
L_00000045 , 10 , 1 , 3600, 0.022,true, true, 3,262.000, 262.000, 0.000, 266.000, 246.200, 0.015, 0.015, 0.005, 0.001, 3, 1, 1, 0, 0,204,105,0,0.0
L_00000046 , 10 , 1 , 3600, 0.005,true, true, 1,171.000, 171.000, 0.000, 171.000, 171.000, 0.002, 0.002, 0.000, 0.001, 1, 0, 1, 0, 0,10,0,0,0.0
L_00000047 , 10 , 1 , 3600, 0.005,true, true, 1,189.000, 189.000, 0.000, 189.000, 189.000, 0.002, 0.002, 0.000, 0.001, 1, 0, 1, 0, 0,10,0,0,0.0
L_00000048 , 10 , 1 , 3600, 0.017,true, true, 3,310.000, 310.000, 0.000, 315.000, 299.000, 0.012, 0.014, 0.000, 0.004, 3, 1, 1, 0, 0,636,368,24,0.001
L_00000049 , 10 , 1 , 3600, 0.018,true, true, 3,274.000, 274.000, 0.000, 277.000, 259.400, 0.011, 0.011, 0.000, 0.001, 3, 1, 1, 0, 0,466,333,2,0.0
L_00000050 , 20 , 1 , 3600, 0.017,true, true, 3,468.000, 468.000, 0.000, 468.000, 450.800, 0.013, 0.014, 0.000, 0.004, 3, 1, 0, 1, 0,1339,992,697,0.0
L_00000051 , 20 , 1 , 3600, 0.025,true, true, 3,315.000, 315.000, 0.000, 315.000, 304.500, 0.012, 0.021, 0.004, 0.008, 3, 1, 0, 1, 0,3919,3080,2621,0.001
L_00000052 , 20 , 1 , 3600, 67.327,true, false, 2643,445.000, 444.222, 0.175, 445.000, 424.400, 0.020, 66.794, 18.860, 17.388, 2132, 1, 0, 810, 511,5722511,3770750,1559777,0.7510000000000006
L_00000053 , 20 , 1 , 3600, 0.043,true, true, 11,572.000, 572.000, 0.000, 576.000, 565.200, 0.020, 0.033, 0.007, 0.015, 7, 1, 1, 0, 4,6539,4948,1414,0.003
L_00000054 , 20 , 1 , 3600, 0.040,true, true, 3,519.000, 519.000, 0.000, 522.000, 506.900, 0.032, 0.033, 0.002, 0.021, 3, 1, 1, 0, 0,5362,4335,1915,0.002
L_00000055 , 20 , 1 , 3600, 0.032,true, true, 3,540.000, 540.000, 0.000, 540.000, 530.000, 0.022, 0.027, 0.003, 0.016, 3, 1, 0, 1, 0,6198,4098,2585,0.005
L_00000056 , 20 , 1 , 3600, 0.027,true, true, 3,484.000, 484.000, 0.000, 484.000, 468.400, 0.015, 0.022, 0.003, 0.008, 3, 1, 0, 1, 0,5139,3778,2406,0.0
L_00000057 , 20 , 1 , 3600, 286.302,true, false, 26435,673.000, 672.009, 0.147, 673.000, 653.200, 0.018, 284.242, 30.413, 77.960, 16599, 1, 0, 3381, 9836,20747570,11406246,3272520,2.28199999999986
L_00000058 , 20 , 1 , 3600, 0.030,true, true, 5,545.000, 545.000, 0.000, 546.000, 535.500, 0.020, 0.024, 0.006, 0.005, 4, 1, 1, 0, 1,3776,2675,790,0.0
L_00000059 , 20 , 1 , 3600, 0.040,true, true, 7,524.000, 524.000, 0.000, 525.000, 512.400, 0.016, 0.033, 0.001, 0.020, 4, 1, 0, 0, 3,7841,6001,3917,0.003
L_00000060 , 20 , 1 , 3600, 0.022,true, true, 3,552.000, 552.000, 0.000, 552.000, 543.200, 0.015, 0.017, 0.003, 0.005, 3, 1, 0, 1, 0,3546,2536,1315,0.001
L_00000061 , 20 , 1 , 3600, 0.023,true, true, 3,549.000, 549.000, 0.000, 549.000, 539.900, 0.017, 0.019, 0.003, 0.007, 3, 1, 0, 1, 0,5242,4234,3499,0.001
L_00000062 , 20 , 1 , 3600, 0.025,true, true, 13,567.000, 567.000, 0.000, 569.000, 559.700, 0.014, 0.020, 0.005, 0.005, 8, 1, 1, 0, 5,4784,3636,1107,0.001
L_00000063 , 20 , 1 , 3600, 0.036,true, true, 5,525.000, 525.000, 0.000, 549.000, 513.500, 0.015, 0.029, 0.005, 0.017, 4, 1, 1, 0, 1,7384,5168,2450,0.0
L_00000064 , 20 , 1 , 3600, 0.021,true, true, 3,624.000, 624.000, 0.000, 624.000, 622.400, 0.014, 0.016, 0.001, 0.007, 3, 1, 0, 1, 0,3578,2700,1209,0.002
L_00000065 , 20 , 1 , 3600, 0.020,true, true, 3,551.000, 551.000, 0.000, 551.000, 542.100, 0.015, 0.016, 0.003, 0.004, 3, 1, 0, 1, 0,2301,1604,1038,0.002
L_00000066 , 20 , 1 , 3600, 0.020,true, true, 5,555.000, 555.000, 0.000, 557.000, 546.500, 0.011, 0.014, 0.005, 0.004, 3, 1, 0, 0, 2,3362,2653,876,0.0
L_00000067 , 20 , 1 , 3600, 0.029,true, true, 15,588.000, 588.000, 0.000, 590.000, 582.800, 0.014, 0.022, 0.004, 0.009, 9, 1, 1, 0, 6,6510,4558,2628,0.002
L_00000068 , 20 , 1 , 3600, 0.018,true, true, 3,402.000, 402.000, 0.000, 402.000, 400.200, 0.012, 0.013, 0.004, 0.004, 3, 1, 0, 1, 0,1118,819,332,0.001
L_00000069 , 20 , 1 , 3600, 0.018,true, true, 3,359.000, 359.000, 0.000, 359.000, 352.900, 0.012, 0.013, 0.000, 0.004, 3, 1, 0, 1, 0,2847,2222,1480,0.002
L_00000070 , 20 , 1 , 3600, 0.020,true, true, 3,511.000, 511.000, 0.000, 511.000, 498.100, 0.013, 0.015, 0.002, 0.006, 3, 1, 0, 1, 0,3939,3054,1348,0.002
L_00000071 , 20 , 1 , 3600, 0.023,true, true, 3,516.000, 516.000, 0.000, 521.000, 503.600, 0.017, 0.019, 0.003, 0.008, 3, 1, 1, 0, 0,4167,3418,2235,0.001
L_00000072 , 20 , 1 , 3600, 0.054,true, true, 9,492.000, 492.000, 0.000, 495.000, 477.200, 0.015, 0.048, 0.004, 0.033, 6, 1, 1, 0, 3,13494,10735,7051,0.004
L_00000073 , 20 , 1 , 3600, 0.020,true, true, 3,555.000, 555.000, 0.000, 555.000, 546.500, 0.014, 0.016, 0.003, 0.005, 3, 1, 0, 1, 0,3216,2360,1397,0.003
L_00000074 , 20 , 1 , 3600, 0.023,true, true, 5,588.000, 588.000, 0.000, 589.000, 582.800, 0.015, 0.018, 0.003, 0.009, 4, 1, 1, 0, 1,4902,3673,2240,0.0
L_00000075 , 20 , 1 , 3600, 0.052,true, true, 5,500.000, 500.000, 0.000, 504.000, 486.000, 0.013, 0.044, 0.002, 0.033, 4, 1, 1, 0, 1,9635,7636,2891,0.002
L_00000076 , 20 , 1 , 3600, 81.296,true, false, 3449,453.000, 452.067, 0.206, 453.000, 433.200, 0.016, 81.015, 14.121, 43.117, 1948, 1, 0, 223, 1501,8843031,6043699,1521647,1.050999999999995
L_00000077 , 20 , 1 , 3600, 0.025,true, true, 3,530.000, 530.000, 0.000, 530.000, 519.000, 0.014, 0.021, 0.006, 0.009, 3, 1, 0, 1, 0,3332,2541,739,0.0
L_00000078 , 20 , 1 , 3600, 0.025,true, true, 3,614.000, 614.000, 0.000, 614.000, 611.400, 0.018, 0.019, 0.002, 0.009, 3, 1, 0, 1, 0,4435,3447,2968,0.003
L_00000079 , 20 , 1 , 3600, 0.026,true, true, 3,595.000, 595.000, 0.000, 595.000, 590.500, 0.019, 0.020, 0.003, 0.005, 3, 1, 0, 1, 0,2384,1646,894,0.0
L_00000080 , 20 , 1 , 3600, 0.024,true, true, 5,527.000, 527.000, 0.000, 528.000, 515.700, 0.015, 0.018, 0.003, 0.007, 3, 1, 0, 0, 2,3429,2654,1251,0.002
L_00000081 , 20 , 1 , 3600, 0.066,true, true, 19,543.000, 543.000, 0.000, 547.000, 533.300, 0.015, 0.060, 0.005, 0.042, 11, 1, 0, 0, 8,12829,9983,2334,0.003
L_00000082 , 20 , 1 , 3600, 0.026,true, true, 3,619.000, 619.000, 0.000, 619.000, 616.900, 0.019, 0.022, 0.003, 0.009, 3, 1, 0, 1, 0,5362,3953,2347,0.002
L_00000083 , 20 , 1 , 3600, 0.021,true, true, 3,518.000, 518.000, 0.000, 518.000, 505.800, 0.013, 0.017, 0.001, 0.008, 3, 1, 0, 1, 0,4446,3363,2362,0.0
L_00000084 , 20 , 1 , 3600, 0.020,true, true, 3,537.000, 537.000, 0.000, 537.000, 526.700, 0.014, 0.016, 0.004, 0.005, 3, 1, 0, 1, 0,3496,2535,1775,0.001
L_00000085 , 20 , 1 , 3600, 0.041,true, true, 3,480.000, 480.000, 0.000, 480.000, 464.000, 0.013, 0.037, 0.001, 0.025, 3, 1, 0, 1, 0,7476,5132,3525,0.001
L_00000086 , 20 , 1 , 3600, 0.024,true, true, 3,517.000, 517.000, 0.000, 517.000, 504.700, 0.018, 0.019, 0.003, 0.004, 3, 1, 0, 1, 0,3012,2277,1502,0.002
L_00000087 , 20 , 1 , 3600, 73.740,true, false, 3153,449.000, 448.036, 0.215, 452.000, 428.800, 0.013, 73.512, 15.228, 34.323, 1831, 1, 0, 254, 1322,6880266,4592798,1716286,0.8950000000000007
L_00000088 , 20 , 1 , 3600, 0.024,true, true, 3,594.000, 594.000, 0.000, 594.000, 589.400, 0.017, 0.019, 0.001, 0.009, 3, 1, 0, 1, 0,4389,3348,2537,0.002
L_00000089 , 20 , 1 , 3600, 0.024,true, true, 3,615.000, 615.000, 0.000, 615.000, 612.500, 0.016, 0.020, 0.004, 0.009, 3, 1, 0, 1, 0,4858,3548,2528,0.003
L_00000090 , 20 , 1 , 3600, 0.026,true, true, 5,512.000, 512.000, 0.000, 514.000, 499.200, 0.016, 0.018, 0.004, 0.007, 3, 1, 0, 0, 2,3278,2376,1671,0.003
L_00000091 , 20 , 1 , 3600, 0.021,true, true, 3,516.000, 516.000, 0.000, 516.000, 503.600, 0.015, 0.017, 0.002, 0.007, 3, 1, 0, 1, 0,4738,3397,2809,0.003
L_00000092 , 20 , 1 , 3600, 0.020,true, true, 3,538.000, 538.000, 0.000, 538.000, 527.800, 0.012, 0.016, 0.005, 0.005, 3, 1, 0, 1, 0,3284,2577,1146,0.0
L_00000093 , 20 , 1 , 3600, 0.025,true, true, 3,516.000, 516.000, 0.000, 516.000, 503.600, 0.013, 0.021, 0.004, 0.011, 3, 1, 0, 1, 0,5763,4453,2604,0.0
L_00000094 , 20 , 1 , 3600, 0.019,true, true, 3,615.000, 615.000, 0.000, 615.000, 612.500, 0.013, 0.015, 0.003, 0.005, 3, 1, 0, 1, 0,2806,1963,954,0.001
L_00000095 , 20 , 1 , 3600, 0.049,true, true, 3,672.000, 672.000, 0.000, 672.000, 653.200, 0.014, 0.045, 0.004, 0.030, 3, 1, 0, 1, 0,13493,9073,5023,0.006
L_00000096 , 20 , 1 , 3600, 0.021,true, true, 3,580.000, 580.000, 0.000, 580.000, 574.000, 0.014, 0.016, 0.002, 0.007, 3, 1, 0, 1, 0,3760,2575,1844,0.001
L_00000097 , 20 , 1 , 3600, 0.026,true, true, 3,723.000, 723.000, 0.000, 723.000, 709.300, 0.013, 0.021, 0.002, 0.009, 3, 1, 0, 1, 0,5085,3532,1483,0.001
L_00000098 , 20 , 1 , 3600, 0.016,true, false, 3,633.000, 632.300, 0.111, 633.000, 632.300, 0.012, 0.013, 0.003, 0.003, 1, 0, 0, 0, 2,1783,1265,817,0.001
L_00000099 , 20 , 1 , 3600, 0.311,true, true, 21,451.000, 451.000, 0.000, 452.000, 432.100, 0.012, 0.304, 0.017, 0.271, 12, 1, 1, 0, 9,61134,46311,27354,0.012000000000000004
L_00000100 , 30 , 1 , 3600, 0.022,true, false, 3,858.000, 857.800, 0.023, 858.000, 857.800, 0.018, 0.018, 0.003, 0.008, 1, 0, 0, 0, 2,4029,2836,1865,0.002
