instName, numOfJobs, numOfThreads, timeLimit, feasible, optimal, globalUB, globalLB, gap,rootUB, rootLB, timeCost, timeOnRoot, timeOnCG, timeOnRMP, timeOnPP, timeOnHeuristics, cntRMPCall, cntPPCall, cntHeuristicsCall, numOfNodes, numOfNodesSolved, numOfNodesRemained, numOfNodesPrunedByInfeasible, numOfNodesPrunedByBound, numOfNodesPrunedByOptimal, numOfLabels, numOfLabelsPrunedByLb, numOfLabelsDominated
L_00000115,30,1,3600,1,1,813.000, 813.000, 0.000, 0.000, 809.000,0.179, 0.020, 0.164, 0.045, 0.064, 0.000,63, 63, 0,71,37,34,1,0,1,59465,51769,246,
L_00000116,30,1,3600,1,1,784.000, 784.000, 0.000, 0.000, 777.000,0.034, 0.023, 0.025, 0.004, 0.015, 0.000,6, 6, 0,3,3,0,1,0,1,9453,8361,115,
L_00000117,30,1,3600,1,1,900.000, 900.000, 0.000, 0.000, 882.000,1.688, 0.015, 1.571, 0.546, 0.197, 0.000,383, 383, 0,647,325,322,1,0,1,184786,161763,519,
L_00000118,30,1,3600,1,1,850.000, 850.000, 0.000, 0.000, 849.000,0.031, 0.017, 0.023, 0.007, 0.013, 0.000,7, 7, 0,3,3,0,1,0,1,9628,8416,156,
L_00000119,30,1,3600,1,1,932.000, 932.000, 0.000, 0.000, 918.000,0.883, 0.019, 0.831, 0.264, 0.181, 0.000,222, 222, 0,311,157,154,1,0,1,174130,155036,487,
L_00000120,30,1,3600,1,1,1079.000, 1079.000, 0.000, 0.000, 1079.000,0.041, 0.021, 0.033, 0.006, 0.020, 0.000,13, 13, 0,9,6,3,1,0,1,13808,11947,161,
L_00000121,30,1,3600,1,1,817.000, 817.000, 0.000, 0.000, 813.000,0.792, 0.035, 0.768, 0.172, 0.183, 0.000,178, 178, 0,247,126,121,1,0,1,177810,154487,280,
L_00000122,30,1,3600,1,1,743.000, 743.000, 0.000, 0.000, 732.000,0.045, 0.022, 0.036, 0.006, 0.024, 0.000,13, 13, 0,7,5,2,1,0,1,16871,15271,46,
L_00000123,30,1,3600,1,1,810.000, 810.000, 0.000, 0.000, 805.000,0.112, 0.016, 0.103, 0.021, 0.062, 0.000,33, 33, 0,29,16,13,1,0,1,54907,48617,113,
L_00000124,30,1,3600,1,1,809.000, 809.000, 0.000, 0.000, 804.000,0.184, 0.016, 0.171, 0.053, 0.052, 0.000,70, 70, 0,83,43,40,1,0,1,51879,45144,171,
L_00000125,30,1,3600,1,1,847.000, 847.000, 0.000, 0.000, 846.000,0.029, 0.016, 0.021, 0.002, 0.011, 0.000,10, 10, 0,5,4,1,1,0,1,8663,7415,108,
L_00000126,30,1,3600,1,1,811.000, 811.000, 0.000, 0.000, 807.000,0.982, 0.027, 0.961, 0.125, 0.656, 0.000,130, 130, 0,145,74,71,1,0,1,363718,298527,5519,
L_00000127,30,1,3600,1,1,915.000, 915.000, 0.000, 0.000, 899.000,0.869, 0.019, 0.809, 0.247, 0.278, 0.000,217, 217, 0,269,136,133,1,0,1,287735,247166,1006,
L_00000128,30,1,3600,1,1,823.000, 823.000, 0.000, 0.000, 820.000,0.458, 0.024, 0.436, 0.111, 0.115, 0.000,127, 127, 0,159,81,78,1,0,1,114364,98329,532,
L_00000129,30,1,3600,1,1,828.000, 828.000, 0.000, 0.000, 825.000,0.040, 0.018, 0.032, 0.006, 0.016, 0.000,15, 15, 0,15,9,6,1,0,1,15011,13003,190,
L_00000130,30,1,3600,1,1,833.000, 833.000, 0.000, 0.000, 831.000,0.035, 0.020, 0.025, 0.008, 0.012, 0.000,9, 9, 0,5,4,1,1,0,1,12871,11378,120,
L_00000131,30,1,3600,1,1,1044.000, 1044.000, 0.000, 0.000, 1041.000,0.220, 0.017, 0.204, 0.050, 0.065, 0.000,73, 73, 0,95,49,46,1,0,1,59585,51693,448,
L_00000132,30,1,3600,1,1,850.000, 850.000, 0.000, 0.000, 849.000,0.360, 0.040, 0.343, 0.092, 0.088, 0.000,108, 108, 0,145,74,71,1,0,1,88437,76184,293,
L_00000133,30,1,3600,1,1,820.000, 820.000, 0.000, 0.000, 816.000,0.432, 0.026, 0.409, 0.093, 0.149, 0.000,117, 117, 0,147,75,72,1,0,1,134322,114219,922,
L_00000134,30,1,3600,1,1,886.000, 886.000, 0.000, 0.000, 867.000,4.975, 0.020, 4.872, 0.629, 3.540, 0.000,381, 381, 0,399,203,196,1,0,1,2164311,1769682,38698,
L_00000135,30,1,3600,1,1,961.000, 961.000, 0.000, 0.000, 950.000,1.486, 0.018, 1.410, 0.369, 0.548, 0.000,253, 253, 0,331,168,163,1,0,1,527996,465720,937,
L_00000136,30,1,3600,1,1,832.000, 832.000, 0.000, 0.000, 830.000,0.120, 0.013, 0.104, 0.027, 0.047, 0.000,44, 44, 0,47,25,22,1,0,1,47662,41599,239,
L_00000137,30,1,3600,1,1,801.000, 801.000, 0.000, 0.000, 796.000,0.118, 0.015, 0.108, 0.026, 0.058, 0.000,44, 44, 0,39,21,18,1,0,1,53277,46971,123,
L_00000138,30,1,3600,1,1,838.000, 838.000, 0.000, 0.000, 836.000,0.116, 0.025, 0.105, 0.031, 0.045, 0.000,43, 43, 0,39,21,18,1,0,1,48335,42207,159,
L_00000139,30,1,3600,1,1,908.000, 908.000, 0.000, 0.000, 891.000,2.758, 0.016, 2.692, 0.364, 1.863, 0.000,236, 236, 0,255,130,125,1,0,1,1271819,1090764,10682,
L_00000140,30,1,3600,1,1,834.000, 834.000, 0.000, 0.000, 832.000,0.314, 0.019, 0.295, 0.069, 0.138, 0.000,82, 82, 0,81,43,38,1,0,2,145102,124373,622,
L_00000141,30,1,3600,1,1,680.000, 680.000, 0.000, 0.000, 662.000,4.914, 0.022, 4.845, 0.544, 3.756, 0.000,266, 266, 0,273,138,135,1,0,1,1898557,1634084,16412,
L_00000142,30,1,3600,1,1,713.000, 713.000, 0.000, 0.000, 699.000,2.783, 0.022, 2.747, 0.213, 2.261, 0.000,147, 147, 0,167,85,82,1,0,1,781766,665729,10957,
L_00000143,30,1,3600,1,1,755.000, 755.000, 0.000, 0.000, 745.000,1.639, 0.015, 1.594, 0.369, 0.642, 0.000,235, 235, 0,297,150,147,1,0,1,582347,504730,4583,
L_00000144,30,1,3600,1,1,775.000, 775.000, 0.000, 0.000, 767.000,0.031, 0.019, 0.024, 0.006, 0.014, 0.000,6, 6, 0,3,3,0,1,0,1,13110,11400,97,
L_00000145,30,1,3600,1,1,789.000, 789.000, 0.000, 0.000, 782.000,0.076, 0.035, 0.066, 0.011, 0.045, 0.000,20, 20, 0,17,10,7,1,0,1,34825,31051,161,
L_00000146,30,1,3600,1,1,836.000, 836.000, 0.000, 0.000, 834.000,0.065, 0.018, 0.056, 0.012, 0.030, 0.000,23, 23, 0,23,13,10,1,0,1,23632,20835,149,
L_00000147,30,1,3600,1,1,772.000, 772.000, 0.000, 0.000, 764.000,0.137, 0.029, 0.126, 0.027, 0.088, 0.000,29, 29, 0,25,14,11,1,0,1,77799,69382,190,
L_00000148,30,1,3600,1,1,825.000, 825.000, 0.000, 0.000, 822.000,0.222, 0.019, 0.207, 0.060, 0.078, 0.000,69, 69, 0,67,35,32,1,0,1,79590,69254,314,
L_00000149,30,1,3600,1,1,814.000, 814.000, 0.000, 0.000, 810.000,0.528, 0.018, 0.506, 0.131, 0.189, 0.000,146, 146, 0,155,79,76,1,0,1,201627,171209,2292,
L_00000150,40,1,3600,1,1,1220.000, 1220.000, 0.000, 0.000, 1212.000,4.051, 0.058, 3.876, 0.757, 1.203, 0.000,429, 429, 0,585,297,288,1,0,1,1058229,925529,3550,
L_00000151,40,1,3600,1,1,1140.000, 1140.000, 0.000, 0.000, 1124.000,27.329, 0.032, 26.272, 5.295, 5.332, 0.000,1537, 1537, 0,2111,1058,1053,1,0,1,4861440,4250874,2227,
L_00000152,40,1,3600,1,1,1049.000, 1049.000, 0.000, 0.000, 1046.000,0.059, 0.037, 0.050, 0.007, 0.038, 0.000,8, 8, 0,3,3,0,1,0,1,28882,25479,365,
L_00000153,40,1,3600,1,1,1151.000, 1151.000, 0.000, 0.000, 1137.000,9.781, 0.050, 9.350, 1.567, 4.107, 0.000,582, 582, 0,789,397,392,1,0,1,2145237,1823330,12947,
L_00000154,40,1,3600,1,1,988.000, 988.000, 0.000, 0.000, 979.000,5.586, 0.047, 5.357, 1.288, 1.700, 0.000,433, 433, 0,555,279,276,1,0,1,1377180,1229672,3036,
L_00000155,40,1,3600,1,1,1186.000, 1186.000, 0.000, 0.000, 1175.000,7.671, 0.047, 7.281, 1.528, 2.064, 0.000,717, 717, 0,941,473,468,1,0,1,1927479,1683579,4279,
L_00000156,40,1,3600,1,1,1162.000, 1162.000, 0.000, 0.000, 1149.000,11.654, 0.024, 11.034, 2.365, 1.752, 0.000,899, 899, 0,1319,662,657,1,0,1,1713431,1503844,1221,
L_00000157,40,1,3600,1,1,1247.000, 1247.000, 0.000, 0.000, 1242.000,2.955, 0.043, 2.800, 0.652, 0.676, 0.000,397, 397, 0,573,288,285,1,0,1,723363,634917,4418,
L_00000158,40,1,3600,1,1,1174.000, 1174.000, 0.000, 0.000, 1162.000,4.748, 0.028, 4.490, 1.122, 1.082, 0.000,523, 523, 0,755,379,376,1,0,1,1067698,948401,2161,
L_00000159,40,1,3600,1,1,1198.000, 1198.000, 0.000, 0.000, 1188.000,6.325, 0.032, 5.955, 1.472, 1.428, 0.000,663, 663, 0,939,473,466,1,0,1,1349575,1200084,965,
L_00000160,40,1,3600,1,1,1323.000, 1323.000, 0.000, 0.000, 1304.000,10.660, 0.032, 10.071, 2.271, 3.117, 0.000,774, 774, 0,1147,575,572,1,0,1,2469627,2176092,1220,
L_00000161,40,1,3600,1,1,1024.000, 1024.000, 0.000, 0.000, 1019.000,2.371, 0.033, 2.242, 0.529, 0.609, 0.000,234, 234, 0,317,160,157,1,0,1,506422,452760,686,
L_00000162,40,1,3600,1,1,1133.000, 1133.000, 0.000, 0.000, 1117.000,29.475, 0.052, 28.501, 5.484, 10.389, 0.000,1239, 1239, 0,1607,805,802,1,0,1,6326099,5484223,11082,
L_00000163,40,1,3600,1,1,1130.000, 1130.000, 0.000, 0.000, 1113.000,6.261, 0.039, 5.831, 1.498, 1.094, 0.000,508, 508, 0,789,396,393,1,0,1,998590,894231,371,
L_00000164,40,1,3600,1,1,1158.000, 1158.000, 0.000, 0.000, 1144.000,3.700, 0.043, 3.430, 0.915, 0.438, 0.000,457, 457, 0,741,374,367,1,0,1,414154,374671,506,
L_00000165,40,1,3600,1,1,1117.000, 1117.000, 0.000, 0.000, 1099.000,27.918, 0.047, 26.972, 5.202, 9.357, 0.000,1285, 1285, 0,1767,885,882,1,0,1,6495080,5651171,4841,
L_00000166,40,1,3600,1,1,1055.000, 1055.000, 0.000, 0.000, 1053.000,2.314, 0.029, 2.194, 0.542, 0.473, 0.000,287, 287, 0,357,181,176,1,0,1,481122,424760,1576,
L_00000167,40,1,3600,1,1,1286.000, 1286.000, 0.000, 0.000, 1285.000,2.786, 0.028, 2.685, 0.564, 0.275, 0.000,412, 394, 0,657,348,309,1,0,1,271969,243699,750,
L_00000168,40,1,3600,1,1,1246.000, 1246.000, 0.000, 0.000, 1241.000,6.670, 0.039, 6.306, 1.381, 1.004, 0.000,735, 735, 0,1137,571,566,1,0,1,1011944,892613,1505,
L_00000169,40,1,3600,1,1,1044.000, 1044.000, 0.000, 0.000, 1041.000,0.063, 0.036, 0.053, 0.011, 0.031, 0.000,14, 14, 0,9,6,3,1,0,1,26277,23923,348,
L_00000170,40,1,3600,1,1,1022.000, 1022.000, 0.000, 0.000, 1017.000,0.063, 0.038, 0.054, 0.010, 0.038, 0.000,10, 10, 0,3,3,0,1,0,1,29043,26050,346,
L_00000171,40,1,3600,1,1,1079.000, 1079.000, 0.000, 0.000, 1079.000,10.524, 0.038, 10.432, 1.372, 0.394, 0.000,1004, 668, 0,1195,935,260,1,0,1,391399,350725,867,
L_00000172,40,1,3600,1,1,1176.000, 1176.000, 0.000, 0.000, 1164.000,2.714, 0.054, 2.578, 0.676, 0.632, 0.000,288, 288, 0,441,222,219,1,0,1,525403,475074,664,
L_00000173,40,1,3600,1,1,1074.000, 1074.000, 0.000, 0.000, 1074.000,0.066, 0.030, 0.055, 0.011, 0.035, 0.000,14, 14, 0,7,5,2,1,0,1,29814,27007,303,
L_00000174,40,1,3600,1,1,1111.000, 1111.000, 0.000, 0.000, 1093.000,5.982, 0.074, 5.605, 1.315, 1.817, 0.000,420, 420, 0,625,314,311,1,0,1,1287318,1156775,406,
L_00000175,40,1,3600,1,1,1113.000, 1113.000, 0.000, 0.000, 1095.000,3.538, 0.034, 3.274, 0.913, 1.024, 0.000,300, 300, 0,439,222,217,1,0,1,753331,684452,400,
L_00000176,40,1,3600,1,1,1005.000, 1005.000, 0.000, 0.000, 998.000,10.267, 0.030, 10.099, 1.255, 5.108, 0.000,439, 439, 0,665,334,331,1,0,1,1877898,1672579,4711,
L_00000177,40,1,3600,1,1,1181.000, 1181.000, 0.000, 0.000, 1170.000,0.752, 0.024, 0.687, 0.171, 0.222, 0.000,109, 109, 0,151,77,74,1,0,1,184438,167808,552,
L_00000178,40,1,3600,1,1,1139.000, 1139.000, 0.000, 0.000, 1123.000,3.612, 0.046, 3.375, 0.884, 0.504, 0.000,393, 393, 0,625,315,310,1,0,1,460577,414710,600,
L_00000179,40,1,3600,1,1,1203.000, 1203.000, 0.000, 0.000, 1194.000,0.045, 0.029, 0.035, 0.010, 0.020, 0.000,11, 11, 0,3,3,0,1,0,1,20321,18066,307,
L_00000180,40,1,3600,1,1,1058.000, 1058.000, 0.000, 0.000, 1056.000,5.868, 0.058, 5.721, 0.649, 3.625, 0.000,330, 330, 0,409,207,202,1,0,1,2258062,1964398,19636,
L_00000181,40,1,3600,1,1,1290.000, 1290.000, 0.000, 0.000, 1289.000,3.109, 0.061, 2.892, 0.695, 0.539, 0.000,427, 423, 0,609,311,298,1,0,1,544317,487410,745,
L_00000182,40,1,3600,1,1,1238.000, 1238.000, 0.000, 0.000, 1232.000,3.190, 0.033, 2.959, 0.722, 0.562, 0.000,403, 403, 0,577,290,287,1,0,1,561193,500041,751,
L_00000183,40,1,3600,1,1,1109.000, 1109.000, 0.000, 0.000, 1090.000,13.316, 0.034, 12.410, 3.389, 1.770, 0.000,1160, 1160, 0,1969,986,983,1,0,1,1538345,1372362,809,
L_00000184,40,1,3600,1,1,1062.000, 1062.000, 0.000, 0.000, 1061.000,0.573, 0.077, 0.525, 0.112, 0.249, 0.000,56, 56, 0,69,36,33,1,0,1,102285,91579,819,
L_00000185,40,1,3600,1,1,1047.000, 1047.000, 0.000, 0.000, 1044.000,2.462, 0.047, 2.402, 0.562, 0.350, 0.000,255, 255, 0,415,209,206,1,0,1,300759,267911,422,
L_00000186,40,1,3600,1,1,1025.000, 1025.000, 0.000, 0.000, 1020.000,1.914, 0.054, 1.870, 0.417, 0.468, 0.000,209, 209, 0,329,166,163,1,0,1,398712,364460,232,
L_00000187,40,1,3600,1,1,967.000, 967.000, 0.000, 0.000, 956.000,5.703, 0.043, 5.476, 1.221, 1.661, 0.000,436, 436, 0,569,286,283,1,0,1,1505518,1343673,1598,
L_00000188,40,1,3600,1,1,1138.000, 1138.000, 0.000, 0.000, 1122.000,14.949, 0.051, 14.277, 3.196, 4.329, 0.000,985, 985, 0,1301,652,649,1,0,1,3588164,3124787,7887,
L_00000189,40,1,3600,1,1,1171.000, 1171.000, 0.000, 0.000, 1159.000,48.496, 0.032, 46.971, 7.952, 10.867, 0.000,2054, 2054, 0,2663,1334,1329,1,0,1,9185177,7924177,6744,
L_00000190,40,1,3600,1,1,1075.000, 1075.000, 0.000, 0.000, 1075.000,0.071, 0.033, 0.059, 0.011, 0.038, 0.000,12, 12, 0,9,6,3,1,0,1,30590,27549,370,
L_00000191,40,1,3600,1,1,1000.000, 1000.000, 0.000, 0.000, 992.000,2.327, 0.046, 2.234, 0.451, 0.703, 0.000,239, 239, 0,309,157,152,1,0,1,635785,569526,654,
L_00000192,40,1,3600,1,1,1197.000, 1197.000, 0.000, 0.000, 1187.000,12.845, 0.045, 12.345, 1.847, 6.992, 0.000,639, 639, 0,815,409,406,1,0,1,4382090,3798524,3006,
L_00000193,40,1,3600,1,1,1224.000, 1224.000, 0.000, 0.000, 1217.000,4.300, 0.024, 3.977, 0.963, 0.800, 0.000,490, 490, 0,695,349,346,1,0,1,846895,757046,615,
L_00000194,40,1,3600,1,1,1170.000, 1170.000, 0.000, 0.000, 1157.000,6.916, 0.029, 6.518, 1.486, 1.576, 0.000,637, 637, 0,891,447,444,1,0,1,1532205,1344122,970,
L_00000195,40,1,3600,1,1,939.000, 939.000, 0.000, 0.000, 925.000,2.045, 0.044, 1.924, 0.486, 0.553, 0.000,173, 173, 0,235,119,116,1,0,1,483948,436100,710,
L_00000196,40,1,3600,1,1,1126.000, 1126.000, 0.000, 0.000, 1109.000,20.505, 0.041, 19.713, 3.793, 7.527, 0.000,1147, 1147, 0,1485,745,740,1,0,1,5015282,4398505,5120,
L_00000197,40,1,3600,1,1,1015.000, 1015.000, 0.000, 0.000, 1009.000,3.573, 0.049, 3.439, 0.701, 0.722, 0.000,313, 313, 0,455,229,226,1,0,1,682225,608314,678,
L_00000198,40,1,3600,1,1,1236.000, 1236.000, 0.000, 0.000, 1230.000,4.985, 0.043, 4.676, 1.077, 1.031, 0.000,537, 537, 0,761,382,379,1,0,1,1055035,930594,1997,
L_00000199,40,1,3600,1,1,1200.000, 1200.000, 0.000, 0.000, 1190.000,3.991, 0.045, 3.739, 0.892, 0.783, 0.000,490, 490, 0,673,339,334,1,0,1,806661,700595,3977,
L_00000200,50,1,3600,1,1,1593.000, 1593.000, 0.000, 0.000, 1579.000,226.296, 0.057, 218.556, 35.875, 14.551, 0.000,5899, 5899, 0,9311,4658,4653,1,0,1,12966544,11402978,1863,
L_00000201,50,1,3600,1,1,1545.000, 1545.000, 0.000, 0.000, 1526.000,59.159, 0.065, 55.895, 10.186, 8.193, 0.000,2668, 2668, 0,4053,2028,2025,1,0,1,6930953,6136709,1309,
L_00000202,50,1,3600,1,1,1276.000, 1276.000, 0.000, 0.000, 1274.000,32.521, 0.070, 31.315, 4.995, 5.861, 0.000,1262, 1259, 0,1823,916,907,1,0,1,4570935,4062037,2280,
L_00000203,50,1,3600,1,1,1450.000, 1450.000, 0.000, 0.000, 1443.000,18.238, 0.052, 17.107, 3.019, 3.919, 0.000,1083, 1083, 0,1563,783,780,1,0,1,3069497,2674384,2845,
L_00000204,50,1,3600,1,1,1505.000, 1505.000, 0.000, 0.000, 1504.000,21.245, 0.050, 19.956, 3.961, 3.461, 0.000,1232, 1226, 0,1809,913,896,1,0,1,2994581,2645638,1586,
L_00000205,50,1,3600,1,1,1385.000, 1385.000, 0.000, 0.000, 1372.000,15.737, 0.060, 14.684, 3.118, 2.540, 0.000,864, 864, 0,1291,647,644,1,0,1,2034736,1811574,1281,
L_00000206,50,1,3600,1,1,1606.000, 1606.000, 0.000, 0.000, 1593.000,23.910, 0.078, 22.200, 5.015, 3.568, 0.000,1287, 1287, 0,1969,986,983,1,0,1,3105280,2768703,1074,
L_00000207,50,1,3600,1,1,1348.000, 1348.000, 0.000, 0.000, 1331.000,1531.625, 0.087, 1509.971, 174.340, 398.257, 0.000,13009, 13009, 0,19347,9675,9672,1,0,1,67043911,58721605,6932,
L_00000208,50,1,3600,1,1,1219.000, 1219.000, 0.000, 0.000, 1211.000,42.998, 0.044, 41.481, 6.387, 9.703, 0.000,1548, 1548, 0,2179,1092,1087,1,0,1,7000710,6093967,6529,
L_00000209,50,1,3600,1,1,1239.000, 1239.000, 0.000, 0.000, 1233.000,29.301, 0.072, 28.225, 4.213, 9.485, 0.000,877, 877, 0,1265,634,631,1,0,1,5505042,4893691,3151,
L_00000210,50,1,3600,1,1,1501.000, 1501.000, 0.000, 0.000, 1500.000,3.652, 0.085, 3.519, 0.617, 0.583, 0.000,304, 302, 0,485,246,239,1,0,1,484058,447993,655,
L_00000211,50,1,3600,1,1,1214.000, 1214.000, 0.000, 0.000, 1206.000,17.538, 0.047, 16.662, 3.228, 2.784, 0.000,800, 800, 0,1237,620,617,1,0,1,2018895,1807623,1007,
L_00000212,50,1,3600,1,1,1389.000, 1389.000, 0.000, 0.000, 1376.000,57.744, 0.073, 55.160, 9.489, 8.338, 0.000,2234, 2234, 0,3331,1667,1664,1,0,1,7023118,6154761,2456,
L_00000213,50,1,3600,1,1,1459.000, 1459.000, 0.000, 0.000, 1453.000,42.564, 0.051, 40.861, 5.934, 6.721, 0.000,1465, 1465, 0,2143,1074,1069,1,0,1,5329779,4703283,2932,
L_00000214,50,1,3600,1,1,1367.000, 1367.000, 0.000, 0.000, 1352.000,180.372, 0.068, 174.815, 26.563, 29.403, 0.000,4055, 4055, 0,5773,2888,2885,1,0,1,21293765,18611186,6119,
L_00000215,50,1,3600,1,0,10800.000, 1551.000, 85.639, 0.000, 1533.000,6955.803, 0.080, 6950.065, 6826.735, 15.106, 0.000,3894, 3894, 0,6175,3088,3087,1,0,0,11771504,10475677,910,
L_00000216,50,1,3600,1,1,1299.000, 1299.000, 0.000, 0.000, 1299.000,44.179, 0.172, 42.546, 6.389, 10.557, 0.000,1772, 1700, 0,2343,1246,1097,1,0,1,6803519,5855888,15494,
L_00000217,50,1,3600,1,1,1448.000, 1448.000, 0.000, 0.000, 1441.000,593.120, 0.067, 590.332, 459.642, 22.590, 0.000,3339, 3339, 0,4919,2461,2458,1,0,1,14769070,12951247,2569,
L_00000218,50,1,3600,1,1,1552.000, 1552.000, 0.000, 0.000, 1534.000,191.919, 0.081, 185.407, 31.332, 14.364, 0.000,5219, 5219, 0,8213,4108,4105,1,0,1,12282063,10744132,1955,
L_00000219,50,1,3600,1,1,1433.000, 1433.000, 0.000, 0.000, 1425.000,27.822, 0.136, 26.368, 5.287, 4.523, 0.000,1332, 1332, 0,2103,1053,1050,1,0,1,3336491,2956241,1698,
L_00000220,50,1,3600,1,1,1492.000, 1492.000, 0.000, 0.000, 1490.000,22.370, 0.050, 21.031, 4.163, 2.317, 0.000,1259, 1257, 0,2043,1025,1018,1,0,1,2059439,1843713,984,
